# t_fs photon_number total_excited_population excited_per_molecule total_excitation Z ReP ImP
7.200000000000000178e+00 2.419043068585320644e-01 7.580956931414678523e-01 1.516191386282935705e-01 9.999999999999998890e-01 4.854768984373140084e-01 1.286307753906714701e-01 0.000000000000000000e+00
7.250000000000000000e+00 2.360535597304501132e-01 7.639464402695497203e-01 1.527892880539099552e-01 9.999999999999997780e-01 4.822211140893978842e-01 1.294447214776505151e-01 0.000000000000000000e+00
7.300000000000000711e+00 2.302612830287813217e-01 7.697387169712186505e-01 1.539477433942437190e-01 1.000000000000000000e+00 4.790086572034844004e-01 1.302478356991288722e-01 0.000000000000000000e+00
7.350000000000000533e+00 2.245285069173962034e-01 7.754714930826036579e-01 1.550942986165207427e-01 9.999999999999998890e-01 4.758397713411863794e-01 1.310400571647034051e-01 0.000000000000000000e+00
7.400000000000000355e+00 2.188562466207554236e-01 7.811437533792444654e-01 1.562287506758489042e-01 9.999999999999998890e-01 4.727146874630714923e-01 1.318213281342321130e-01 0.000000000000000000e+00
7.450000000000000178e+00 2.132455024720923686e-01 7.867544975279078256e-01 1.573508995055815651e-01 1.000000000000000222e+00 4.696336244045137276e-01 1.325915938988715403e-01 0.000000000000000000e+00
7.500000000000000000e+00 2.076972601437628851e-01 7.923027398562371149e-01 1.584605479712474230e-01 1.000000000000000000e+00 4.665967893293866409e-01 1.333508026676533120e-01 0.000000000000000000e+00
7.550000000000000711e+00 2.022124903092458181e-01 7.977875096907540708e-01 1.595575019381508253e-01 9.999999999999998890e-01 4.636043779908485263e-01 1.340989055022878407e-01 0.000000000000000000e+00
7.600000000000000533e+00 1.967921484974521074e-01 8.032078515025478094e-01 1.606415703005095730e-01 9.999999999999998890e-01 4.606565751891795735e-01 1.348358562027050789e-01 0.000000000000000000e+00
7.650000000000000355e+00 1.914371750927157945e-01 8.085628249072842610e-01 1.617125649814568633e-01 1.000000000000000000e+00 4.577535547718680764e-01 1.355616113070329531e-01 0.000000000000000000e+00
7.700000000000000178e+00 1.861484953541530096e-01 8.138515046458472124e-01 1.627703009291694425e-01 1.000000000000000222e+00 4.548954798247953901e-01 1.362761300438011247e-01 0.000000000000000000e+00
7.750000000000000000e+00 1.809270196559240873e-01 8.190729803440760515e-01 1.638145960688152103e-01 1.000000000000000222e+00 4.520825034345568039e-01 1.369793741413607713e-01 0.000000000000000000e+00
7.800000000000000711e+00 1.757736433538452658e-01 8.242263566461549562e-01 1.648452713292309912e-01 1.000000000000000222e+00 4.493147686927603246e-01 1.376713078268098911e-01 0.000000000000000000e+00
7.850000000000000533e+00 1.706892465646953072e-01 8.293107534353048038e-01 1.658621506870609497e-01 1.000000000000000000e+00 4.465924093518508498e-01 1.383518976620372598e-01 0.000000000000000000e+00
7.900000000000000355e+00 1.656746941613422286e-01 8.343253058386579379e-01 1.668650611677315876e-01 1.000000000000000222e+00 4.439155498723083015e-01 1.390211125319228969e-01 0.000000000000000000e+00
7.950000000000000178e+00 1.607308357771389529e-01 8.392691642228613524e-01 1.678538328445722816e-01 1.000000000000000222e+00 4.412843054706485635e-01 1.396789236323378314e-01 0.000000000000000000e+00
8.000000000000000000e+00 1.558585059933975392e-01 8.441414940066027661e-01 1.688282988013205532e-01 1.000000000000000222e+00 4.386987828545928503e-01 1.403253042863517597e-01 0.000000000000000000e+00
8.050000000000000711e+00 1.510585244002361216e-01 8.489414755997642947e-01 1.697882951199528589e-01 1.000000000000000444e+00 4.361590802848863690e-01 1.409602299287783800e-01 0.000000000000000000e+00
8.099999999999999645e+00 1.463316953489195993e-01 8.536683046510806783e-01 1.707336609302161357e-01 1.000000000000000222e+00 4.336652881876381094e-01 1.415836779530904310e-01 0.000000000000000000e+00
8.150000000000000355e+00 1.416788079333948236e-01 8.583211920666053985e-01 1.716642384133210686e-01 1.000000000000000222e+00 4.312174893275096399e-01 1.421956276681225484e-01 0.000000000000000000e+00
8.200000000000001066e+00 1.371006359903882976e-01 8.628993640096118689e-01 1.725798728019223849e-01 1.000000000000000222e+00 4.288157588089533401e-01 1.427960602977616233e-01 0.000000000000000000e+00
8.250000000000000000e+00 1.325979382148613772e-01 8.674020617851387893e-01 1.734804123570277690e-01 1.000000000000000222e+00 4.264601645863667079e-01 1.433849588534082953e-01 0.000000000000000000e+00
8.300000000000000711e+00 1.281714583552565623e-01 8.718285416447435487e-01 1.743657083289487097e-01 1.000000000000000000e+00 4.241507677915646313e-01 1.439623080521088283e-01 0.000000000000000000e+00
8.349999999999999645e+00 1.238219249925272131e-01 8.761780750074730229e-01 1.752356150014945935e-01 1.000000000000000222e+00 4.218876230969169638e-01 1.445280942257707313e-01 0.000000000000000000e+00
8.400000000000000355e+00 1.195500515033196542e-01 8.804499484966804568e-01 1.760899896993360914e-01 1.000000000000000000e+00 4.196707790763896107e-01 1.450823052309025696e-01 0.000000000000000000e+00
8.450000000000001066e+00 1.153565360599742434e-01 8.846434639400260203e-01 1.769286927880052152e-01 1.000000000000000222e+00 4.175002782055448614e-01 1.456249304486137430e-01 0.000000000000000000e+00
8.500000000000000000e+00 1.112420616884951946e-01 8.887579383115049581e-01 1.777515876623009805e-01 1.000000000000000222e+00 4.153761571153938292e-01 1.461559607211515011e-01 0.000000000000000000e+00
8.550000000000000711e+00 1.072072965177955917e-01 8.927927034822045194e-01 1.785585406964408928e-01 1.000000000000000000e+00 4.132984471814366012e-01 1.466753882046407942e-01 0.000000000000000000e+00
8.599999999999999645e+00 1.032528936294348221e-01 8.967471063705654277e-01 1.793494212741130744e-01 1.000000000000000222e+00 4.112671746185377897e-01 1.471832063453654971e-01 0.000000000000000000e+00
8.650000000000000355e+00 9.937949100066471864e-02 9.006205089993355450e-01 1.801241017998670979e-01 1.000000000000000222e+00 4.092823609943833096e-01 1.476794097514041448e-01 0.000000000000000000e+00
8.700000000000001066e+00 9.558771150530172289e-02 9.044122884946983465e-01 1.808824576989396804e-01 1.000000000000000000e+00 4.073440232426147611e-01 1.481639941893462820e-01 0.000000000000000000e+00
8.750000000000000000e+00 9.187816294037717824e-02 9.081218370596231271e-01 1.816243674119246143e-01 1.000000000000000222e+00 4.054521737787541991e-01 1.486369565553114225e-01 0.000000000000000000e+00
8.800000000000000711e+00 8.825143826331746655e-02 9.117485617366827277e-01 1.823497123473365455e-01 1.000000000000000222e+00 4.036068211186841226e-01 1.490982947203289277e-01 0.000000000000000000e+00
8.849999999999999645e+00 8.470811553124954485e-02 9.152918844687507605e-01 1.830583768937501521e-01 1.000000000000000222e+00 4.018079699145472583e-01 1.495480075213631577e-01 0.000000000000000000e+00
8.900000000000000355e+00 8.124875782637265564e-02 9.187512421736274693e-01 1.837502484347254827e-01 1.000000000000000222e+00 4.000556214728001048e-01 1.499860946317999322e-01 0.000000000000000000e+00
8.950000000000001066e+00 7.787391325904630124e-02 9.221260867409539763e-01 1.844252173481907842e-01 1.000000000000000222e+00 3.983497738062939941e-01 1.504125565484264737e-01 0.000000000000000000e+00
9.000000000000000000e+00 7.458411497959276104e-02 9.254158850204075026e-01 1.850831770040815005e-01 1.000000000000000222e+00 3.966904216848954889e-01 1.508273945787760861e-01 0.000000000000000000e+00
9.050000000000000711e+00 7.137988137914130782e-02 9.286201186208589142e-01 1.857240237241717939e-01 1.000000000000000222e+00 3.950775571781336426e-01 1.512306107054665616e-01 0.000000000000000000e+00
9.099999999999999645e+00 6.826171609972482568e-02 9.317382839002754658e-01 1.863476567800551043e-01 1.000000000000000222e+00 3.935111697209447978e-01 1.516222075697637728e-01 0.000000000000000000e+00
9.150000000000000355e+00 6.523010795323379296e-02 9.347698920467664152e-01 1.869539784093532941e-01 1.000000000000000222e+00 3.919912465608325625e-01 1.520021883597918178e-01 0.000000000000000000e+00
9.200000000000001066e+00 6.228553092672187846e-02 9.377144690732783783e-01 1.875428938146556646e-01 1.000000000000000222e+00 3.905177728487972955e-01 1.523705567878006484e-01 0.000000000000000000e+00
9.250000000000000000e+00 5.942844418814390711e-02 9.405715558118563635e-01 1.881143111623712616e-01 1.000000000000000222e+00 3.890907316630259349e-01 1.527273170842434746e-01 0.000000000000000000e+00
9.300000000000000711e+00 5.665929225138780639e-02 9.433407077486124503e-01 1.886681415497225012e-01 1.000000000000000222e+00 3.877101044524020601e-01 1.530724738868994572e-01 0.000000000000000000e+00
9.349999999999999645e+00 5.397850502444327681e-02 9.460214949755568759e-01 1.892042989951113752e-01 1.000000000000000222e+00 3.863758711419498781e-01 1.534060322145124888e-01 0.000000000000000000e+00
9.400000000000000355e+00 5.138649773270047988e-02 9.486135022672997907e-01 1.897227004534599581e-01 1.000000000000000222e+00 3.850880104908487866e-01 1.537279973772877895e-01 0.000000000000000000e+00
9.450000000000001066e+00 4.888367092592392493e-02 9.511163290740762832e-01 1.902232658148152455e-01 1.000000000000000222e+00 3.838465002016530070e-01 1.540383749495867205e-01 0.000000000000000000e+00
9.500000000000000000e+00 4.647041048222791404e-02 9.535295895177725578e-01 1.907059179035545116e-01 1.000000000000000444e+00 3.826513169355088562e-01 1.543371707661227721e-01 0.000000000000000000e+00
9.550000000000000711e+00 4.414708774811722247e-02 9.558529122518830690e-01 1.911705824503766027e-01 1.000000000000000222e+00 3.815024366727118865e-01 1.546243908318220006e-01 0.000000000000000000e+00
9.600000000000001421e+00 4.191405959228083900e-02 9.580859404077196606e-01 1.916171880815439321e-01 1.000000000000000444e+00 3.803998348294496124e-01 1.549000412926375692e-01 0.000000000000000000e+00
9.650000000000000355e+00 3.977166834076937413e-02 9.602283316592310491e-01 1.920456663318462209e-01 1.000000000000000444e+00 3.793434865406844492e-01 1.551641283648288738e-01 0.000000000000000000e+00
9.700000000000001066e+00 3.772024178455071070e-02 9.622797582154496432e-01 1.924559516430899286e-01 1.000000000000000444e+00 3.783333667586580296e-01 1.554166583103354649e-01 0.000000000000000000e+00
9.750000000000000000e+00 3.576009318435658529e-02 9.642399068156437547e-01 1.928479813631287509e-01 1.000000000000000444e+00 3.773694502693120678e-01 1.556576374326719692e-01 0.000000000000000000e+00
9.800000000000000711e+00 3.389152139711061607e-02 9.661084786028897309e-01 1.932216957205779573e-01 1.000000000000000444e+00 3.764517119933336042e-01 1.558870720016665989e-01 0.000000000000000000e+00
9.850000000000001421e+00 3.211481090919739156e-02 9.678851890908030109e-01 1.935770378181606022e-01 1.000000000000000444e+00 3.755801270823805327e-01 1.561049682294048391e-01 0.000000000000000000e+00
9.900000000000000355e+00 3.043023178874345105e-02 9.695697682112569549e-01 1.939139536422513910e-01 1.000000000000000444e+00 3.747546711436530731e-01 1.563113322140867179e-01 0.000000000000000000e+00
9.950000000000001066e+00 2.883803969221784488e-02 9.711619603077825680e-01 1.942323920615565136e-01 1.000000000000000444e+00 3.739753203054890784e-01 1.565061699236277304e-01 0.000000000000000000e+00
1.000000000000000000e+01 2.733847587357336392e-02 9.726615241264271461e-01 1.945323048252854403e-01 1.000000000000000444e+00 3.732420512435293269e-01 1.566894871891176544e-01 0.000000000000000000e+00
1.005000000000000071e+01 2.593176730150151960e-02 9.740682326984989592e-01 1.948136465396997918e-01 1.000000000000000444e+00 3.725548414317413348e-01 1.568612896420646385e-01 0.000000000000000000e+00
1.010000000000000142e+01 2.461812665594736299e-02 9.753818733440531297e-01 1.950763746688106148e-01 1.000000000000000444e+00 3.719136692043583103e-01 1.570215826989103947e-01 0.000000000000000000e+00
1.015000000000000036e+01 2.339775230133374004e-02 9.766022476986668810e-01 1.953204495397333762e-01 1.000000000000000666e+00 3.713185139222867637e-01 1.571703715194283091e-01 0.000000000000000000e+00
1.020000000000000107e+01 2.227082829071635670e-02 9.777291717092841949e-01 1.955458343418568501e-01 1.000000000000000444e+00 3.707693560015431489e-01 1.573076609996142128e-01 0.000000000000000000e+00
1.025000000000000000e+01 2.123752438609073298e-02 9.787624756139099436e-01 1.957524951227819776e-01 1.000000000000000666e+00 3.702661769606661046e-01 1.574334557598334738e-01 0.000000000000000000e+00
1.030000000000000071e+01 2.029799615460708279e-02 9.797020038453935209e-01 1.959404007690787042e-01 1.000000000000000666e+00 3.698089596065941564e-01 1.575477600983514470e-01 0.000000000000000000e+00
1.035000000000000142e+01 1.945238493019778997e-02 9.805476150698028137e-01 1.961095230139605627e-01 1.000000000000000666e+00 3.693976880686552500e-01 1.576505779828361875e-01 0.000000000000000000e+00
1.040000000000000036e+01 1.870081780784400849e-02 9.812991821921566160e-01 1.962598364384313121e-01 1.000000000000000666e+00 3.690323478948891456e-01 1.577419130262776858e-01 0.000000000000000000e+00
1.045000000000000107e+01 1.804340764502924618e-02 9.819565923549711250e-01 1.963913184709942250e-01 1.000000000000000444e+00 3.687129260575230938e-01 1.578217684856192127e-01 0.000000000000000000e+00
1.050000000000000000e+01 1.748025310486423303e-02 9.825197468951363255e-01 1.965039493790272651e-01 1.000000000000000666e+00 3.684394110330886374e-01 1.578901472417278129e-01 0.000000000000000000e+00
1.055000000000000071e+01 1.701143869110723419e-02 9.829885613088931162e-01 1.965977122617786343e-01 1.000000000000000444e+00 3.682117928798906981e-01 1.579470517800272977e-01 0.000000000000000000e+00
1.060000000000000142e+01 1.663703471303439041e-02 9.833629652869659843e-01 1.966725930573932080e-01 1.000000000000000444e+00 3.680300632669440963e-01 1.579924841832639482e-01 0.000000000000000000e+00
1.065000000000000036e+01 1.635709728758046044e-02 9.836429027124199420e-01 1.967285805424839884e-01 1.000000000000000444e+00 3.678942154978752654e-01 1.580264461255311559e-01 0.000000000000000000e+00
1.070000000000000107e+01 1.617166834962196001e-02 9.838283316503784182e-01 1.967656663300756947e-01 1.000000000000000444e+00 3.678042445242325487e-01 1.580489388689418351e-01 0.000000000000000000e+00
1.075000000000000000e+01 1.608077569112331684e-02 9.839192243088773493e-01 1.967838448617754699e-01 1.000000000000000666e+00 3.677601470063693867e-01 1.580599632484076256e-01 0.000000000000000000e+00
1.080000000000000071e+01 1.608443293327126503e-02 9.839155670667293352e-01 1.967831134133458670e-01 1.000000000000000666e+00 3.677619213044502344e-01 1.580595196738874275e-01 0.000000000000000000e+00
1.085000000000000142e+01 1.618263952473315143e-02 9.838173604752675772e-01 1.967634720950535154e-01 1.000000000000000666e+00 3.678095674828076311e-01 1.580476081292980783e-01 0.000000000000000000e+00
1.090000000000000036e+01 1.637538074940281599e-02 9.836246192505979646e-01 1.967249238501195818e-01 1.000000000000000888e+00 3.679030873126352130e-01 1.580242281718411967e-01 0.000000000000000000e+00
1.095000000000000107e+01 1.666262773440889064e-02 9.833373722655915916e-01 1.966674744531183294e-01 1.000000000000000444e+00 3.680424842776758299e-01 1.579893789305810425e-01 0.000000000000000000e+00
1.100000000000000000e+01 1.704433743311862398e-02 9.829556625668820491e-01 1.965911325133763987e-01 1.000000000000000666e+00 3.682277635382509851e-01 1.579430591154372676e-01 0.000000000000000000e+00
1.105000000000000071e+01 1.752045262275638352e-02 9.824795473772440779e-01 1.964959094754488156e-01 1.000000000000000444e+00 3.684589319186659107e-01 1.578852670203335362e-01 0.000000000000000000e+00
1.110000000000000142e+01 1.809090190683410038e-02 9.819090980931663992e-01 1.963818196186332687e-01 1.000000000000000444e+00 3.687359978868257060e-01 1.578160005282935874e-01 0.000000000000000000e+00
1.115000000000000036e+01 1.875559970660843623e-02 9.812444002933919940e-01 1.962488800586784099e-01 1.000000000000000444e+00 3.690589715219951272e-01 1.577352571195012321e-01 0.000000000000000000e+00
1.120000000000000107e+01 1.951444624443151102e-02 9.804855537555690059e-01 1.960971107511138012e-01 1.000000000000000444e+00 3.694278644368655384e-01 1.576430338907836293e-01 0.000000000000000000e+00
